date,transaction_id,department,gl_code,gl_category,description,amount,vendor,transaction_type,month,year,source,role_visibility,status
2025-08-31,GL003684,Operations,6000,Payroll & Benefits,August 2025 payroll for E040,8300.6,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003685,Operations,6000,Payroll & Benefits,August 2025 payroll for E041,8560.75,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003686,Operations,6000,Payroll & Benefits,August 2025 payroll for E042,8820.9,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003687,Operations,6000,Payroll & Benefits,August 2025 payroll for E043,9081.05,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003688,Operations,6000,Payroll & Benefits,August 2025 payroll for E044,9341.2,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003689,Operations,6000,Payroll & Benefits,August 2025 payroll for E045,9601.35,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003690,Operations,6000,Payroll & Benefits,August 2025 payroll for E046,9861.5,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-31,GL003691,Finance,6000,Payroll & Benefits,August 2025 payroll for E047,10793.2,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-31,GL003692,Finance,6000,Payroll & Benefits,August 2025 payroll for E048,11400.22,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-31,GL003693,Finance,6000,Payroll & Benefits,August 2025 payroll for E049,12007.23,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-31,GL003694,Finance,6000,Payroll & Benefits,August 2025 payroll for E050,12614.25,Gusto,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-03,GL003695,Engineering,6100,Cloud Infrastructure,"AWS usage line 1: compute, storage, and observability",2906.38,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-04,GL003696,Engineering,6100,Cloud Infrastructure,"AWS usage line 2: compute, storage, and observability",2979.04,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-05,GL003697,Engineering,6100,Cloud Infrastructure,"AWS usage line 3: compute, storage, and observability",3051.7,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-06,GL003698,Engineering,6100,Cloud Infrastructure,"AWS usage line 4: compute, storage, and observability",3124.36,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-07,GL003699,Engineering,6100,Cloud Infrastructure,"AWS usage line 5: compute, storage, and observability",3197.02,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-08,GL003700,Engineering,6100,Cloud Infrastructure,"AWS usage line 6: compute, storage, and observability",3269.68,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-09,GL003701,Engineering,6100,Cloud Infrastructure,"AWS usage line 7: compute, storage, and observability",3342.34,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-10,GL003702,Engineering,6100,Cloud Infrastructure,"AWS usage line 8: compute, storage, and observability",3415.0,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-11,GL003703,Engineering,6100,Cloud Infrastructure,"AWS usage line 9: compute, storage, and observability",3487.66,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-12,GL003704,Engineering,6100,Cloud Infrastructure,"AWS usage line 10: compute, storage, and observability",3560.32,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-13,GL003705,Engineering,6100,Cloud Infrastructure,"AWS usage line 11: compute, storage, and observability",3632.98,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-14,GL003706,Engineering,6100,Cloud Infrastructure,"AWS usage line 12: compute, storage, and observability",3705.64,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-15,GL003707,Engineering,6100,Cloud Infrastructure,"AWS usage line 13: compute, storage, and observability",3778.29,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-16,GL003708,Engineering,6100,Cloud Infrastructure,"AWS usage line 14: compute, storage, and observability",3850.95,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-17,GL003709,Engineering,6100,Cloud Infrastructure,"AWS usage line 15: compute, storage, and observability",3923.61,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-18,GL003710,Engineering,6100,Cloud Infrastructure,"AWS usage line 16: compute, storage, and observability",3996.27,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-19,GL003711,Engineering,6100,Cloud Infrastructure,"AWS usage line 17: compute, storage, and observability",4068.93,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-20,GL003712,Engineering,6100,Cloud Infrastructure,"AWS usage line 18: compute, storage, and observability",4141.59,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-21,GL003713,Engineering,6100,Cloud Infrastructure,"AWS usage line 19: compute, storage, and observability",4214.25,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-22,GL003714,Engineering,6100,Cloud Infrastructure,"AWS usage line 20: compute, storage, and observability",4286.91,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-03,GL003715,Engineering,6100,Cloud Infrastructure,"AWS usage line 21: compute, storage, and observability",4359.57,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-04,GL003716,Engineering,6100,Cloud Infrastructure,"AWS usage line 22: compute, storage, and observability",4432.23,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-05,GL003717,Engineering,6100,Cloud Infrastructure,"AWS usage line 23: compute, storage, and observability",4504.89,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-06,GL003718,Engineering,6100,Cloud Infrastructure,"AWS usage line 24: compute, storage, and observability",4577.55,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-07,GL003719,Engineering,6100,Cloud Infrastructure,"AWS usage line 25: compute, storage, and observability",4650.21,AWS,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-06,GL003720,Product,6100,Cloud Infrastructure,GCP analytics workload 1,2116.96,GCP,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-07,GL003721,Product,6100,Cloud Infrastructure,GCP analytics workload 2,2407.19,GCP,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-08,GL003722,Product,6100,Cloud Infrastructure,GCP analytics workload 3,2697.42,GCP,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-09,GL003723,Product,6100,Cloud Infrastructure,GCP analytics workload 4,2987.64,GCP,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-10,GL003724,Product,6100,Cloud Infrastructure,GCP analytics workload 5,3277.87,GCP,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-07,GL003725,Operations,6200,SaaS Tools & Subscriptions,Company Slack workspace subscription,675.2,Slack,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-08,GL003726,Operations,6200,SaaS Tools & Subscriptions,Notion knowledge base seats,506.4,Notion,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-09,GL003727,Operations,6200,SaaS Tools & Subscriptions,Zoom business conferencing licenses,759.6,Zoom,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-10,GL003728,Sales,6200,SaaS Tools & Subscriptions,Salesforce CRM seats and automation,3460.4,Salesforce,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-08-11,GL003729,Finance,6200,SaaS Tools & Subscriptions,Stripe billing and revenue tooling,1123.36,Stripe,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-12,GL003730,Engineering,6200,SaaS Tools & Subscriptions,GitHub source control and CI seats,1012.8,GitHub,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-13,GL003731,Product,6200,SaaS Tools & Subscriptions,Figma product design seats,639.89,Figma,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-10,GL003732,Operations,6600,Office & Facilities,WeWork office rent and facilities,10676.6,WeWork,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-11,GL003733,Operations,6600,Office & Facilities,"Office supplies, snacks, and workplace services",2067.33,Staples,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-12,GL003734,Operations,6600,Office & Facilities,Distributed team equipment and shipping,1685.05,Apple,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-12,GL003735,Marketing,6300,Sales & Marketing,Q3 campaign spend: Google Ads,2045.19,Google Ads,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-13,GL003736,Marketing,6300,Sales & Marketing,Q3 campaign spend: LinkedIn,2045.19,LinkedIn,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-14,GL003737,Marketing,6300,Sales & Marketing,Q3 campaign spend: HubSpot,2045.19,HubSpot,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-15,GL003738,Marketing,6300,Sales & Marketing,Q3 campaign spend: Clearbit,2045.19,Clearbit,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-16,GL003739,Marketing,6300,Sales & Marketing,Q3 campaign spend: Webflow,2045.19,Webflow,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-17,GL003740,Marketing,6300,Sales & Marketing,Q3 campaign spend: Customer.io,2045.19,Customer.io,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-18,GL003741,Marketing,6300,Sales & Marketing,Q3 campaign spend: Sendoso,2045.19,Sendoso,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-08-18,GL003742,Sales,6400,Travel & Entertainment,Q3 customer travel and field expense: Ramp,2321.0,Ramp,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-08-19,GL003743,Sales,6400,Travel & Entertainment,Q3 customer travel and field expense: Delta,2321.0,Delta,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-08-20,GL003744,Sales,6400,Travel & Entertainment,Q3 customer travel and field expense: Marriott,2321.0,Marriott,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-08-21,GL003745,Sales,6400,Travel & Entertainment,Q3 customer travel and field expense: Uber,2321.0,Uber,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-08-20,GL003746,Engineering,6700,R&D Expenses,Product research and development expense: Toptal,2041.8,Toptal,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-21,GL003747,Product,6700,R&D Expenses,Product research and development expense: UserTesting,2041.8,UserTesting,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-08-22,GL003748,Engineering,6700,R&D Expenses,Product research and development expense: Linear,2041.8,Linear,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-23,GL003749,Engineering,6700,R&D Expenses,Product research and development expense: Datadog,2041.8,Datadog,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-24,GL003750,Engineering,6700,R&D Expenses,Product research and development expense: Sentry,2041.8,Sentry,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-25,GL003751,Engineering,6700,R&D Expenses,Product research and development expense: OpenAI,2041.8,OpenAI,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-26,GL003752,Engineering,6700,R&D Expenses,Product research and development expense: BrowserStack,2041.8,BrowserStack,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-08-22,GL003753,Operations,6400,Travel & Entertainment,2025 annual company retreat,40231.12,Airbnb,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-08-24,GL003754,Finance,6500,Professional Services,Monthly bookkeeping and controller advisory,4267.43,Pilot,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-08-26,GL003755,Finance,6500,Professional Services,Employment counsel and contract review,3603.61,Cooley,expense,2025-08,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-09-30,GL003763,Engineering,6000,Payroll & Benefits,September 2025 payroll for E001,15391.2,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003764,Engineering,6000,Payroll & Benefits,September 2025 payroll for E002,15574.84,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003765,Engineering,6000,Payroll & Benefits,September 2025 payroll for E003,15758.47,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003766,Engineering,6000,Payroll & Benefits,September 2025 payroll for E004,15942.11,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003767,Engineering,6000,Payroll & Benefits,September 2025 payroll for E005,16125.74,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003768,Engineering,6000,Payroll & Benefits,September 2025 payroll for E006,16309.38,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003769,Engineering,6000,Payroll & Benefits,September 2025 payroll for E007,16493.01,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003770,Engineering,6000,Payroll & Benefits,September 2025 payroll for E008,16676.65,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003771,Engineering,6000,Payroll & Benefits,September 2025 payroll for E009,16860.28,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003772,Engineering,6000,Payroll & Benefits,September 2025 payroll for E010,17043.92,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003773,Engineering,6000,Payroll & Benefits,September 2025 payroll for E011,17227.55,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003774,Engineering,6000,Payroll & Benefits,September 2025 payroll for E012,17411.19,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003775,Engineering,6000,Payroll & Benefits,September 2025 payroll for E013,17594.82,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003776,Engineering,6000,Payroll & Benefits,September 2025 payroll for E014,17778.46,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003777,Engineering,6000,Payroll & Benefits,September 2025 payroll for E015,17962.09,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003778,Engineering,6000,Payroll & Benefits,September 2025 payroll for E016,18145.73,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003779,Engineering,6000,Payroll & Benefits,September 2025 payroll for E017,18329.36,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003780,Engineering,6000,Payroll & Benefits,September 2025 payroll for E018,18513.0,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-30,GL003781,Sales,6000,Payroll & Benefits,September 2025 payroll for E019,11115.87,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003782,Sales,6000,Payroll & Benefits,September 2025 payroll for E020,11366.38,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003783,Sales,6000,Payroll & Benefits,September 2025 payroll for E021,11616.9,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003784,Sales,6000,Payroll & Benefits,September 2025 payroll for E022,11867.41,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003785,Sales,6000,Payroll & Benefits,September 2025 payroll for E023,12117.93,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003786,Sales,6000,Payroll & Benefits,September 2025 payroll for E024,12368.44,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003787,Sales,6000,Payroll & Benefits,September 2025 payroll for E025,12618.96,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003788,Sales,6000,Payroll & Benefits,September 2025 payroll for E026,12869.47,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003789,Sales,6000,Payroll & Benefits,September 2025 payroll for E027,13119.99,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003790,Sales,6000,Payroll & Benefits,September 2025 payroll for E028,13370.5,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2025-09-30,GL003791,Marketing,6000,Payroll & Benefits,September 2025 payroll for E029,9583.2,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003792,Marketing,6000,Payroll & Benefits,September 2025 payroll for E030,9947.41,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003793,Marketing,6000,Payroll & Benefits,September 2025 payroll for E031,10311.62,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003794,Marketing,6000,Payroll & Benefits,September 2025 payroll for E032,10675.83,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003795,Marketing,6000,Payroll & Benefits,September 2025 payroll for E033,11040.04,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003796,Marketing,6000,Payroll & Benefits,September 2025 payroll for E034,11404.25,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2025-09-30,GL003797,Product,6000,Payroll & Benefits,September 2025 payroll for E035,13890.8,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-09-30,GL003798,Product,6000,Payroll & Benefits,September 2025 payroll for E036,14411.1,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-09-30,GL003799,Product,6000,Payroll & Benefits,September 2025 payroll for E037,14931.4,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-09-30,GL003800,Product,6000,Payroll & Benefits,September 2025 payroll for E038,15451.7,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-09-30,GL003801,Product,6000,Payroll & Benefits,September 2025 payroll for E039,15972.0,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2025-09-30,GL003802,Operations,6000,Payroll & Benefits,September 2025 payroll for E040,8300.6,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003803,Operations,6000,Payroll & Benefits,September 2025 payroll for E041,8560.75,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003804,Operations,6000,Payroll & Benefits,September 2025 payroll for E042,8820.9,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003805,Operations,6000,Payroll & Benefits,September 2025 payroll for E043,9081.05,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003806,Operations,6000,Payroll & Benefits,September 2025 payroll for E044,9341.2,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003807,Operations,6000,Payroll & Benefits,September 2025 payroll for E045,9601.35,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003808,Operations,6000,Payroll & Benefits,September 2025 payroll for E046,9861.5,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2025-09-30,GL003809,Finance,6000,Payroll & Benefits,September 2025 payroll for E047,10793.2,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-09-30,GL003810,Finance,6000,Payroll & Benefits,September 2025 payroll for E048,11400.22,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-09-30,GL003811,Finance,6000,Payroll & Benefits,September 2025 payroll for E049,12007.23,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-09-30,GL003812,Finance,6000,Payroll & Benefits,September 2025 payroll for E050,12614.25,Gusto,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2025-09-03,GL003813,Engineering,6100,Cloud Infrastructure,"AWS usage line 1: compute, storage, and observability",2906.38,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-04,GL003814,Engineering,6100,Cloud Infrastructure,"AWS usage line 2: compute, storage, and observability",2979.04,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-05,GL003815,Engineering,6100,Cloud Infrastructure,"AWS usage line 3: compute, storage, and observability",3051.7,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-06,GL003816,Engineering,6100,Cloud Infrastructure,"AWS usage line 4: compute, storage, and observability",3124.36,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-07,GL003817,Engineering,6100,Cloud Infrastructure,"AWS usage line 5: compute, storage, and observability",3197.02,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-08,GL003818,Engineering,6100,Cloud Infrastructure,"AWS usage line 6: compute, storage, and observability",3269.68,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-09,GL003819,Engineering,6100,Cloud Infrastructure,"AWS usage line 7: compute, storage, and observability",3342.34,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-10,GL003820,Engineering,6100,Cloud Infrastructure,"AWS usage line 8: compute, storage, and observability",3415.0,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-11,GL003821,Engineering,6100,Cloud Infrastructure,"AWS usage line 9: compute, storage, and observability",3487.66,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2025-09-12,GL003822,Engineering,6100,Cloud Infrastructure,"AWS usage line 10: compute, storage, and observability",3560.32,AWS,expense,2025-09,2025,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
