month,employee_id,department,role,base_salary,bonus,benefits,total_cost
2024-03,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-03,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-03,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-03,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-03,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-03,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-03,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-03,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-03,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-03,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-03,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-03,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-03,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-03,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-03,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-03,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-03,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-03,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-03,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-03,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-03,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-03,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-03,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-03,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-03,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-03,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-03,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-03,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-03,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-03,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-03,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-03,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-03,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-03,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-03,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-03,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-03,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-03,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-03,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-03,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-03,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-04,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-04,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-04,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-04,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-04,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-04,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-04,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-04,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-04,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-04,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-04,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-04,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-04,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-04,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-04,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-04,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-04,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-04,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-04,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-04,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-04,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-04,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-04,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-04,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-04,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-04,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-04,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-04,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-04,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-04,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-04,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-04,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-04,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-04,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-04,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-04,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-04,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-04,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-04,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-04,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-04,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-04,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-04,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-04,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-04,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-04,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-04,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-04,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-04,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-04,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-05,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-05,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-05,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-05,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-05,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-05,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-05,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-05,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-05,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-05,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-05,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-05,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-05,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-05,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-05,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-05,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-05,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-05,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-05,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-05,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-05,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-05,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-05,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-05,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-05,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-05,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-05,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-05,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-05,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-05,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-05,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-05,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-05,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-05,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-05,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-05,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-05,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-05,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-05,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-05,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-05,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-05,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-05,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-05,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-05,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-05,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-05,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-05,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-05,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-05,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-06,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-06,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-06,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-06,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-06,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-06,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-06,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-06,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-06,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-06,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-06,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-06,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-06,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-06,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-06,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-06,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-06,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-06,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-06,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-06,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-06,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-06,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-06,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-06,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-06,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-06,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-06,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-06,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-06,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-06,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-06,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-06,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-06,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-06,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-06,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-06,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-06,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-06,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-06,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-06,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-06,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-06,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-06,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-06,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-06,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-06,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-06,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-06,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-06,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-06,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-07,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-07,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-07,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-07,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-07,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-07,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-07,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-07,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-07,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-07,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-07,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-07,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-07,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-07,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-07,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-07,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-07,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-07,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-07,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-07,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-07,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-07,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-07,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-07,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-07,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-07,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-07,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-07,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-07,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-07,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-07,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-07,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-07,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-07,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-07,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-07,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-07,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-07,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-07,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-07,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-07,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-07,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-07,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-07,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-07,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-07,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-07,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-07,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-07,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-07,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-08,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-08,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-08,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-08,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-08,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-08,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-08,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-08,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-08,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-08,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-08,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-08,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-08,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-08,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-08,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-08,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-08,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-08,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-08,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-08,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-08,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-08,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-08,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-08,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-08,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-08,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-08,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-08,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-08,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-08,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-08,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-08,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-08,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-08,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-08,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-08,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-08,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-08,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-08,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-08,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-08,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-08,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-08,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-08,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-08,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-08,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-08,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-08,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-08,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-08,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-09,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-09,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-09,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-09,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-09,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-09,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-09,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-09,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-09,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-09,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-09,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-09,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-09,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-09,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-09,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-09,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-09,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-09,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-09,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-09,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-09,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-09,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-09,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-09,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-09,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-09,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-09,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-09,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-09,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-09,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-09,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-09,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-09,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-09,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-09,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-09,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-09,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-09,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-09,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-09,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-09,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-09,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-09,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-09,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-09,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-09,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-09,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-09,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-09,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-09,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-10,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-10,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-10,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-10,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-10,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-10,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-10,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-10,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-10,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-10,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-10,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-10,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-10,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-10,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
